2.28550000e-06	1.540111e-09
2.28550913e-06	1.467891e-09
2.28551826e-06	1.511172e-09
2.28552740e-06	1.485679e-09
2.28553653e-06	1.529172e-09
2.28554566e-06	1.522544e-09
2.28555479e-06	1.544430e-09
2.28556392e-06	1.607709e-09
2.28557306e-06	1.628360e-09
2.28558219e-06	1.629043e-09
2.28559132e-06	1.640141e-09
2.28560045e-06	1.591923e-09
2.28560958e-06	1.573559e-09
2.28561872e-06	1.626949e-09
2.28562785e-06	1.650254e-09
2.28563698e-06	1.664175e-09
2.28564611e-06	1.638136e-09
2.28565525e-06	1.633606e-09
2.28566438e-06	1.618730e-09
2.28567351e-06	1.542340e-09
2.28568264e-06	1.459433e-09
2.28569178e-06	1.473846e-09
2.28570091e-06	1.519419e-09
2.28571004e-06	1.459368e-09
2.28571917e-06	1.355685e-09
2.28572831e-06	1.403141e-09
2.28573744e-06	1.491020e-09
2.28574657e-06	1.440873e-09
2.28575570e-06	1.221965e-09
2.28576484e-06	8.181102e-10
2.28577397e-06	6.983040e-10
2.28578310e-06	7.719535e-10
2.28579224e-06	1.007236e-09
2.28580137e-06	1.270650e-09
2.28581050e-06	1.430008e-09
2.28581964e-06	1.389057e-09
2.28582877e-06	1.146414e-09
2.28583790e-06	7.755273e-10
2.28584703e-06	6.941286e-10
2.28585617e-06	9.289258e-10
2.28586530e-06	1.303073e-09
2.28587443e-06	1.299395e-09
2.28588357e-06	1.310283e-09
2.28589270e-06	1.494694e-09
2.28590183e-06	1.557211e-09
2.28591097e-06	1.557818e-09
2.28592010e-06	1.532775e-09
2.28592924e-06	1.588740e-09
2.28593837e-06	1.637439e-09
2.28594750e-06	1.653481e-09
2.28595664e-06	1.638873e-09
2.28596577e-06	1.607300e-09
2.28597490e-06	1.555098e-09
2.28598404e-06	1.482320e-09
2.28599317e-06	1.341596e-09
2.28600230e-06	1.368076e-09
2.28601144e-06	1.510551e-09
2.28602057e-06	1.550590e-09
2.28602971e-06	1.568312e-09
2.28603884e-06	1.583597e-09
2.28604797e-06	1.584235e-09
2.28605711e-06	1.549351e-09
2.28606624e-06	1.519001e-09
2.28607538e-06	1.504969e-09
2.28608451e-06	1.482352e-09
2.28609364e-06	1.509038e-09
2.28610278e-06	1.593120e-09
2.28611191e-06	1.652992e-09
2.28612105e-06	1.646166e-09
2.28613018e-06	1.638393e-09
2.28613932e-06	1.646403e-09
2.28614845e-06	1.657526e-09
2.28615758e-06	1.674799e-09
2.28616672e-06	1.667342e-09
2.28617585e-06	1.638643e-09
2.28618499e-06	1.625798e-09
2.28619412e-06	1.587983e-09
2.28620326e-06	1.618509e-09
2.28621239e-06	1.668458e-09
2.28622153e-06	1.632987e-09
2.28623066e-06	1.509217e-09
2.28623980e-06	1.508894e-09
2.28624893e-06	1.619656e-09
2.28625807e-06	1.639659e-09
2.28626720e-06	1.618674e-09
2.28627634e-06	1.618060e-09
2.28628547e-06	1.605704e-09
2.28629461e-06	1.519655e-09
2.28630374e-06	1.301912e-09
2.28631288e-06	1.089863e-09
2.28632201e-06	1.119020e-09
2.28633115e-06	1.412206e-09
2.28634028e-06	1.558745e-09
2.28634942e-06	1.565863e-09
2.28635855e-06	1.559195e-09
2.28636769e-06	1.545882e-09
2.28637682e-06	1.484914e-09
2.28638596e-06	1.527039e-09
2.28639509e-06	1.632404e-09
