2.28550000e-06	1.599294e-09
2.28550913e-06	1.519221e-09
2.28551826e-06	1.572496e-09
2.28552740e-06	1.539832e-09
2.28553653e-06	1.595115e-09
2.28554566e-06	1.585445e-09
2.28555479e-06	1.608597e-09
2.28556392e-06	1.685342e-09
2.28557306e-06	1.708485e-09
2.28558219e-06	1.705378e-09
2.28559132e-06	1.720221e-09
2.28560045e-06	1.660333e-09
2.28560958e-06	1.637728e-09
2.28561872e-06	1.706501e-09
2.28562785e-06	1.736124e-09
2.28563698e-06	1.756139e-09
2.28564611e-06	1.723161e-09
2.28565525e-06	1.722326e-09
2.28566438e-06	1.711170e-09
2.28567351e-06	1.622490e-09
2.28568264e-06	1.521290e-09
2.28569178e-06	1.536034e-09
2.28570091e-06	1.600923e-09
2.28571004e-06	1.537012e-09
2.28571917e-06	1.421683e-09
2.28572831e-06	1.477969e-09
2.28573744e-06	1.590037e-09
2.28574657e-06	1.538657e-09
2.28575570e-06	1.297005e-09
2.28576484e-06	9.042485e-10
2.28577397e-06	8.045624e-10
2.28578310e-06	8.625598e-10
2.28579224e-06	1.073906e-09
2.28580137e-06	1.345433e-09
2.28581050e-06	1.533083e-09
2.28581964e-06	1.482726e-09
2.28582877e-06	1.217492e-09
2.28583790e-06	8.653637e-10
2.28584703e-06	7.972920e-10
2.28585617e-06	9.953834e-10
2.28586530e-06	1.375042e-09
2.28587443e-06	1.347716e-09
2.28588357e-06	1.348737e-09
2.28589270e-06	1.572354e-09
2.28590183e-06	1.645769e-09
2.28591097e-06	1.640111e-09
2.28592010e-06	1.603612e-09
2.28592924e-06	1.671828e-09
2.28593837e-06	1.731235e-09
2.28594750e-06	1.749764e-09
2.28595664e-06	1.731744e-09
2.28596577e-06	1.692959e-09
2.28597490e-06	1.631991e-09
2.28598404e-06	1.548565e-09
2.28599317e-06	1.382009e-09
2.28600230e-06	1.411104e-09
2.28601144e-06	1.583251e-09
2.28602057e-06	1.627464e-09
2.28602971e-06	1.641590e-09
2.28603884e-06	1.660147e-09
2.28604797e-06	1.659552e-09
2.28605711e-06	1.617280e-09
2.28606624e-06	1.582003e-09
2.28607538e-06	1.568723e-09
2.28608451e-06	1.540287e-09
2.28609364e-06	1.559686e-09
